ParcelID,Treat,Addr1,Addr2,Improvement,LandValue,Acres,GA25,PA25,NT_Loss,Opt21_Loss,Mean_NT,Min,Med,Opt,NT_Cat,Min_Cat,Med_Cat,Opt_Cat,HVRA,TreatmentCost,Ntbase
1403,NT,36133 TOLLHOUSE RD,SHAVER LAKE CA 93664,57906,22066,5.035487,0.2,0.183633761,1,0.2,8.870825091,7.970825091,7.870825091,7.770825091,6,6,6,6,1,0,16067.74128
1403,Min,36133 TOLLHOUSE RD,SHAVER LAKE CA 93664,57906,22066,5.035487,0.2,0.183633761,0.9,0.2,8.870825091,7.970825091,7.870825091,7.770825091,6,6,6,6,1,4154.276775,16067.74128
1403,Mid,36133 TOLLHOUSE RD,SHAVER LAKE CA 93664,57906,22066,5.035487,0.2,0.183633761,0.9,0.2,8.870825091,7.970825091,7.870825091,7.770825091,6,6,6,6,1,6231.415163,16067.74128
1403,Opt,36133 TOLLHOUSE RD,SHAVER LAKE CA 93664,57906,22066,5.035487,0.2,0.183633761,0.9,0.2,8.870825091,7.970825091,7.870825091,7.770825091,6,6,6,6,1,8723.981228,16067.74128
1403,NT,36133 TOLLHOUSE RD,SHAVER LAKE CA 93664,57906,22066,5.035487,0.3,0.183633761,1,0.2,8.870825091,7.970825091,7.870825091,7.770825091,6,6,6,6,1,0,16067.74128
1403,Min,36133 TOLLHOUSE RD,SHAVER LAKE CA 93664,57906,22066,5.035487,0.3,0.183633761,0.9,0.2,8.870825091,7.970825091,7.870825091,7.770825091,6,6,6,6,1,4154.276775,16067.74128
1403,Mid,36133 TOLLHOUSE RD,SHAVER LAKE CA 93664,57906,22066,5.035487,0.3,0.183633761,0.9,0.2,8.870825091,7.970825091,7.870825091,7.770825091,6,6,6,6,1,6231.415163,16067.74128
1403,Opt,36133 TOLLHOUSE RD,SHAVER LAKE CA 93664,57906,22066,5.035487,0.3,0.183633761,0.9,0.2,8.870825091,7.970825091,7.870825091,7.770825091,6,6,6,6,1,8723.981228,16067.74128
1403,NT,36133 TOLLHOUSE RD,SHAVER LAKE CA 93664,57906,22066,5.035487,0.4,0.183633761,1,0.2,8.870825091,7.970825091,7.870825091,7.770825091,6,6,6,6,1,0,16067.74128
1403,Min,36133 TOLLHOUSE RD,SHAVER LAKE CA 93664,57906,22066,5.035487,0.4,0.183633761,0.9,0.2,8.870825091,7.970825091,7.870825091,7.770825091,6,6,6,6,1,4154.276775,16067.74128
1403,Mid,36133 TOLLHOUSE RD,SHAVER LAKE CA 93664,57906,22066,5.035487,0.4,0.183633761,0.9,0.2,8.870825091,7.970825091,7.870825091,7.770825091,6,6,6,6,1,6231.415163,16067.74128
1403,Opt,36133 TOLLHOUSE RD,SHAVER LAKE CA 93664,57906,22066,5.035487,0.4,0.183633761,0.9,0.2,8.870825091,7.970825091,7.870825091,7.770825091,6,6,6,6,1,8723.981228,16067.74128
1403,NT,36133 TOLLHOUSE RD,SHAVER LAKE CA 93664,57906,22066,5.035487,0.5,0.183633761,1,0.2,8.870825091,7.970825091,7.870825091,7.770825091,6,6,6,6,1,0,16067.74128
1403,Min,36133 TOLLHOUSE RD,SHAVER LAKE CA 93664,57906,22066,5.035487,0.5,0.183633761,0.9,0.2,8.870825091,7.970825091,7.870825091,7.770825091,6,6,6,6,1,4154.276775,16067.74128
1403,Mid,36133 TOLLHOUSE RD,SHAVER LAKE CA 93664,57906,22066,5.035487,0.5,0.183633761,0.9,0.2,8.870825091,7.970825091,7.870825091,7.770825091,6,6,6,6,1,6231.415163,16067.74128
1403,Opt,36133 TOLLHOUSE RD,SHAVER LAKE CA 93664,57906,22066,5.035487,0.5,0.183633761,0.9,0.2,8.870825091,7.970825091,7.870825091,7.770825091,6,6,6,6,1,8723.981228,16067.74128
1403,NT,36133 TOLLHOUSE RD,SHAVER LAKE CA 93664,57906,22066,5.035487,0.6,0.183633761,1,0.2,8.870825091,7.970825091,7.870825091,7.770825091,6,6,6,6,1,0,16067.74128
1403,Min,36133 TOLLHOUSE RD,SHAVER LAKE CA 93664,57906,22066,5.035487,0.6,0.183633761,0.9,0.2,8.870825091,7.970825091,7.870825091,7.770825091,6,6,6,6,1,4154.276775,16067.74128
1403,Mid,36133 TOLLHOUSE RD,SHAVER LAKE CA 93664,57906,22066,5.035487,0.6,0.183633761,0.9,0.2,8.870825091,7.970825091,7.870825091,7.770825091,6,6,6,6,1,6231.415163,16067.74128
1403,Opt,36133 TOLLHOUSE RD,SHAVER LAKE CA 93664,57906,22066,5.035487,0.6,0.183633761,0.9,0.2,8.870825091,7.970825091,7.870825091,7.770825091,6,6,6,6,1,8723.981228,16067.74128
1403,NT,36133 TOLLHOUSE RD,SHAVER LAKE CA 93664,57906,22066,5.035487,0.7,0.183633761,1,0.2,8.870825091,7.970825091,7.870825091,7.770825091,6,6,6,6,1,0,16067.74128
1403,Min,36133 TOLLHOUSE RD,SHAVER LAKE CA 93664,57906,22066,5.035487,0.7,0.183633761,0.9,0.2,8.870825091,7.970825091,7.870825091,7.770825091,6,6,6,6,1,4154.276775,16067.74128
1403,Mid,36133 TOLLHOUSE RD,SHAVER LAKE CA 93664,57906,22066,5.035487,0.7,0.183633761,0.9,0.2,8.870825091,7.970825091,7.870825091,7.770825091,6,6,6,6,1,6231.415163,16067.74128
1403,Opt,36133 TOLLHOUSE RD,SHAVER LAKE CA 93664,57906,22066,5.035487,0.7,0.183633761,0.9,0.2,8.870825091,7.970825091,7.870825091,7.770825091,6,6,6,6,1,8723.981228,16067.74128
1403,NT,36133 TOLLHOUSE RD,SHAVER LAKE CA 93664,57906,22066,5.035487,0.8,0.183633761,1,0.2,8.870825091,7.970825091,7.870825091,7.770825091,6,6,6,6,1,0,16067.74128
1403,Min,36133 TOLLHOUSE RD,SHAVER LAKE CA 93664,57906,22066,5.035487,0.8,0.183633761,0.9,0.2,8.870825091,7.970825091,7.870825091,7.770825091,6,6,6,6,1,4154.276775,16067.74128
1403,Mid,36133 TOLLHOUSE RD,SHAVER LAKE CA 93664,57906,22066,5.035487,0.8,0.183633761,0.9,0.2,8.870825091,7.970825091,7.870825091,7.770825091,6,6,6,6,1,6231.415163,16067.74128
1403,Opt,36133 TOLLHOUSE RD,SHAVER LAKE CA 93664,57906,22066,5.035487,0.8,0.183633761,0.9,0.2,8.870825091,7.970825091,7.870825091,7.770825091,6,6,6,6,1,8723.981228,16067.74128
1403,NT,36133 TOLLHOUSE RD,SHAVER LAKE CA 93664,57906,22066,5.035487,0.9,0.183633761,1,0.2,8.870825091,7.970825091,7.870825091,7.770825091,6,6,6,6,1,0,16067.74128
1403,Min,36133 TOLLHOUSE RD,SHAVER LAKE CA 93664,57906,22066,5.035487,0.9,0.183633761,0.9,0.2,8.870825091,7.970825091,7.870825091,7.770825091,6,6,6,6,1,4154.276775,16067.74128
1403,Mid,36133 TOLLHOUSE RD,SHAVER LAKE CA 93664,57906,22066,5.035487,0.9,0.183633761,0.9,0.2,8.870825091,7.970825091,7.870825091,7.770825091,6,6,6,6,1,6231.415163,16067.74128
1403,Opt,36133 TOLLHOUSE RD,SHAVER LAKE CA 93664,57906,22066,5.035487,0.9,0.183633761,0.9,0.2,8.870825091,7.970825091,7.870825091,7.770825091,6,6,6,6,1,8723.981228,16067.74128
1403,NT,36133 TOLLHOUSE RD,SHAVER LAKE CA 93664,57906,22066,5.035487,1,0.183633761,1,0.2,8.870825091,7.970825091,7.870825091,7.770825091,6,6,6,6,1,0,16067.74128
1403,Min,36133 TOLLHOUSE RD,SHAVER LAKE CA 93664,57906,22066,5.035487,1,0.183633761,0.9,0.2,8.870825091,7.970825091,7.870825091,7.770825091,6,6,6,6,1,4154.276775,16067.74128
1403,Mid,36133 TOLLHOUSE RD,SHAVER LAKE CA 93664,57906,22066,5.035487,1,0.183633761,0.9,0.2,8.870825091,7.970825091,7.870825091,7.770825091,6,6,6,6,1,6231.415163,16067.74128
1403,Opt,36133 TOLLHOUSE RD,SHAVER LAKE CA 93664,57906,22066,5.035487,1,0.183633761,0.9,0.2,8.870825091,7.970825091,7.870825091,7.770825091,6,6,6,6,1,8723.981228,16067.74128
1409,NT,37438 UPPER,SHAVER LAKE CA 93664,54000,75000,17.600417,0.1,0.153824291,1,0.2,8.870825091,7.970825091,7.870825091,7.770825091,6,6,6,6,1,0,21713.61411
1409,Min,37438 UPPER,SHAVER LAKE CA 93664,54000,75000,17.600417,0.1,0.153824291,0.9,0.2,8.870825091,7.970825091,7.870825091,7.770825091,6,6,6,6,1,14520.34403,21713.61411
1409,Mid,37438 UPPER,SHAVER LAKE CA 93664,54000,75000,17.600417,0.1,0.153824291,0.9,0.2,8.870825091,7.970825091,7.870825091,7.770825091,6,6,6,6,1,21780.51604,21713.61411
1409,Opt,37438 UPPER,SHAVER LAKE CA 93664,54000,75000,17.600417,0.1,0.153824291,0.9,0.2,8.870825091,7.970825091,7.870825091,7.770825091,6,6,6,6,1,30492.72245,21713.61411
1409,NT,37438 UPPER,SHAVER LAKE CA 93664,54000,75000,17.600417,0.2,0.153824291,1,0.2,8.870825091,7.970825091,7.870825091,7.770825091,6,6,6,6,1,0,21713.61411
1409,Min,37438 UPPER,SHAVER LAKE CA 93664,54000,75000,17.600417,0.2,0.153824291,0.9,0.2,8.870825091,7.970825091,7.870825091,7.770825091,6,6,6,6,1,14520.34403,21713.61411
1409,Mid,37438 UPPER,SHAVER LAKE CA 93664,54000,75000,17.600417,0.2,0.153824291,0.9,0.2,8.870825091,7.970825091,7.870825091,7.770825091,6,6,6,6,1,21780.51604,21713.61411
1409,Opt,37438 UPPER,SHAVER LAKE CA 93664,54000,75000,17.600417,0.2,0.153824291,0.9,0.2,8.870825091,7.970825091,7.870825091,7.770825091,6,6,6,6,1,30492.72245,21713.61411
1409,NT,37438 UPPER,SHAVER LAKE CA 93664,54000,75000,17.600417,0.3,0.153824291,1,0.2,8.870825091,7.970825091,7.870825091,7.770825091,6,6,6,6,1,0,21713.61411
1409,Min,37438 UPPER,SHAVER LAKE CA 93664,54000,75000,17.600417,0.3,0.153824291,0.9,0.2,8.870825091,7.970825091,7.870825091,7.770825091,6,6,6,6,1,14520.34403,21713.61411
1409,Mid,37438 UPPER,SHAVER LAKE CA 93664,54000,75000,17.600417,0.3,0.153824291,0.9,0.2,8.870825091,7.970825091,7.870825091,7.770825091,6,6,6,6,1,21780.51604,21713.61411
1409,Opt,37438 UPPER,SHAVER LAKE CA 93664,54000,75000,17.600417,0.3,0.153824291,0.9,0.2,8.870825091,7.970825091,7.870825091,7.770825091,6,6,6,6,1,30492.72245,21713.61411
1409,NT,37438 UPPER,SHAVER LAKE CA 93664,54000,75000,17.600417,0.4,0.153824291,1,0.2,8.870825091,7.970825091,7.870825091,7.770825091,6,6,6,6,1,0,21713.61411
1409,Min,37438 UPPER,SHAVER LAKE CA 93664,54000,75000,17.600417,0.4,0.153824291,0.9,0.2,8.870825091,7.970825091,7.870825091,7.770825091,6,6,6,6,1,14520.34403,21713.61411
1409,Mid,37438 UPPER,SHAVER LAKE CA 93664,54000,75000,17.600417,0.4,0.153824291,0.9,0.2,8.870825091,7.970825091,7.870825091,7.770825091,6,6,6,6,1,21780.51604,21713.61411
1409,Opt,37438 UPPER,SHAVER LAKE CA 93664,54000,75000,17.600417,0.4,0.153824291,0.9,0.2,8.870825091,7.970825091,7.870825091,7.770825091,6,6,6,6,1,30492.72245,21713.61411
1409,NT,37438 UPPER,SHAVER LAKE CA 93664,54000,75000,17.600417,0.5,0.153824291,1,0.2,8.870825091,7.970825091,7.870825091,7.770825091,6,6,6,6,1,0,21713.61411
1409,Min,37438 UPPER,SHAVER LAKE CA 93664,54000,75000,17.600417,0.5,0.153824291,0.9,0.2,8.870825091,7.970825091,7.870825091,7.770825091,6,6,6,6,1,14520.34403,21713.61411
1409,Mid,37438 UPPER,SHAVER LAKE CA 93664,54000,75000,17.600417,0.5,0.153824291,0.9,0.2,8.870825091,7.970825091,7.870825091,7.770825091,6,6,6,6,1,21780.51604,21713.61411
1409,Opt,37438 UPPER,SHAVER LAKE CA 93664,54000,75000,17.600417,0.5,0.153824291,0.9,0.2,8.870825091,7.970825091,7.870825091,7.770825091,6,6,6,6,1,30492.72245,21713.61411
1409,NT,37438 UPPER,SHAVER LAKE CA 93664,54000,75000,17.600417,0.6,0.153824291,1,0.2,8.870825091,7.970825091,7.870825091,7.770825091,6,6,6,6,1,0,21713.61411
1409,Min,37438 UPPER,SHAVER LAKE CA 93664,54000,75000,17.600417,0.6,0.153824291,0.9,0.2,8.870825091,7.970825091,7.870825091,7.770825091,6,6,6,6,1,14520.34403,21713.61411
1409,Mid,37438 UPPER,SHAVER LAKE CA 93664,54000,75000,17.600417,0.6,0.153824291,0.9,0.2,8.870825091,7.970825091,7.870825091,7.770825091,6,6,6,6,1,21780.51604,21713.61411
1409,Opt,37438 UPPER,SHAVER LAKE CA 93664,54000,75000,17.600417,0.6,0.153824291,0.9,0.2,8.870825091,7.970825091,7.870825091,7.770825091,6,6,6,6,1,30492.72245,21713.61411
1409,NT,37438 UPPER,SHAVER LAKE CA 93664,54000,75000,17.600417,0.7,0.153824291,1,0.2,8.870825091,7.970825091,7.870825091,7.770825091,6,6,6,6,1,0,21713.61411
1409,Min,37438 UPPER,SHAVER LAKE CA 93664,54000,75000,17.600417,0.7,0.153824291,0.9,0.2,8.870825091,7.970825091,7.870825091,7.770825091,6,6,6,6,1,14520.34403,21713.61411
1409,Mid,37438 UPPER,SHAVER LAKE CA 93664,54000,75000,17.600417,0.7,0.153824291,0.9,0.2,8.870825091,7.970825091,7.870825091,7.770825091,6,6,6,6,1,21780.51604,21713.61411
1409,Opt,37438 UPPER,SHAVER LAKE CA 93664,54000,75000,17.600417,0.7,0.153824291,0.9,0.2,8.870825091,7.970825091,7.870825091,7.770825091,6,6,6,6,1,30492.72245,21713.61411
1409,NT,37438 UPPER,SHAVER LAKE CA 93664,54000,75000,17.600417,0.8,0.153824291,1,0.2,8.870825091,7.970825091,7.870825091,7.770825091,6,6,6,6,1,0,21713.61411
1409,Min,37438 UPPER,SHAVER LAKE CA 93664,54000,75000,17.600417,0.8,0.153824291,0.9,0.2,8.870825091,7.970825091,7.870825091,7.770825091,6,6,6,6,1,14520.34403,21713.61411
1409,Mid,37438 UPPER,SHAVER LAKE CA 93664,54000,75000,17.600417,0.8,0.153824291,0.9,0.2,8.870825091,7.970825091,7.870825091,7.770825091,6,6,6,6,1,21780.51604,21713.61411
1409,Opt,37438 UPPER,SHAVER LAKE CA 93664,54000,75000,17.600417,0.8,0.153824291,0.9,0.2,8.870825091,7.970825091,7.870825091,7.770825091,6,6,6,6,1,30492.72245,21713.61411
1409,NT,37438 UPPER,SHAVER LAKE CA 93664,54000,75000,17.600417,0.9,0.153824291,1,0.2,8.870825091,7.970825091,7.870825091,7.770825091,6,6,6,6,1,0,21713.61411
1409,Min,37438 UPPER,SHAVER LAKE CA 93664,54000,75000,17.600417,0.9,0.153824291,0.9,0.2,8.870825091,7.970825091,7.870825091,7.770825091,6,6,6,6,1,14520.34403,21713.61411
1409,Mid,37438 UPPER,SHAVER LAKE CA 93664,54000,75000,17.600417,0.9,0.153824291,0.9,0.2,8.870825091,7.970825091,7.870825091,7.770825091,6,6,6,6,1,21780.51604,21713.61411
1409,Opt,37438 UPPER,SHAVER LAKE CA 93664,54000,75000,17.600417,0.9,0.153824291,0.9,0.2,8.870825091,7.970825091,7.870825091,7.770825091,6,6,6,6,1,30492.72245,21713.61411
1409,NT,37438 UPPER,SHAVER LAKE CA 93664,54000,75000,17.600417,1,0.153824291,1,0.2,8.870825091,7.970825091,7.870825091,7.770825091,6,6,6,6,1,0,21713.61411
1409,Min,37438 UPPER,SHAVER LAKE CA 93664,54000,75000,17.600417,1,0.153824291,0.9,0.2,8.870825091,7.970825091,7.870825091,7.770825091,6,6,6,6,1,14520.34403,21713.61411
1409,Mid,37438 UPPER,SHAVER LAKE CA 93664,54000,75000,17.600417,1,0.153824291,0.9,0.2,8.870825091,7.970825091,7.870825091,7.770825091,6,6,6,6,1,21780.51604,21713.61411
1409,Opt,37438 UPPER,SHAVER LAKE CA 93664,54000,75000,17.600417,1,0.153824291,0.9,0.2,8.870825091,7.970825091,7.870825091,7.770825091,6,6,6,6,1,30492.72245,21713.61411
1498,NT,38303 WOODLAND,SHAVER LAKE CA 93664,0,108120,80.989365,0.1,0.335803961,0.6,0.2,3.699653182,2.799653182,2.699653182,2.599653182,4,3,3,3,0.6,0,23570.45729
1498,Min,38303 WOODLAND,SHAVER LAKE CA 93664,0,108120,80.989365,0.1,0.335803961,0.2,0.2,3.699653182,2.799653182,2.699653182,2.599653182,4,3,3,3,0.4,66816.22613,23570.45729
1498,Mid,38303 WOODLAND,SHAVER LAKE CA 93664,0,108120,80.989365,0.1,0.335803961,0.2,0.2,3.699653182,2.799653182,2.699653182,2.599653182,4,3,3,3,0.4,100224.3392,23570.45729
1498,Opt,38303 WOODLAND,SHAVER LAKE CA 93664,0,108120,80.989365,0.1,0.335803961,0.2,0.2,3.699653182,2.799653182,2.699653182,2.599653182,4,3,3,3,0.4,140314.0749,23570.45729
1498,NT,38303 WOODLAND,SHAVER LAKE CA 93664,0,108120,80.989365,0.2,0.335803961,0.6,0.2,3.699653182,2.799653182,2.699653182,2.599653182,4,3,3,3,0.6,0,23570.45729
1498,Min,38303 WOODLAND,SHAVER LAKE CA 93664,0,108120,80.989365,0.2,0.335803961,0.2,0.2,3.699653182,2.799653182,2.699653182,2.599653182,4,3,3,3,0.4,66816.22613,23570.45729
1498,Mid,38303 WOODLAND,SHAVER LAKE CA 93664,0,108120,80.989365,0.2,0.335803961,0.2,0.2,3.699653182,2.799653182,2.699653182,2.599653182,4,3,3,3,0.4,100224.3392,23570.45729
1498,Opt,38303 WOODLAND,SHAVER LAKE CA 93664,0,108120,80.989365,0.2,0.335803961,0.2,0.2,3.699653182,2.799653182,2.699653182,2.599653182,4,3,3,3,0.4,140314.0749,23570.45729
1498,NT,38303 WOODLAND,SHAVER LAKE CA 93664,0,108120,80.989365,0.3,0.335803961,0.6,0.2,3.699653182,2.799653182,2.699653182,2.599653182,4,3,3,3,0.6,0,23570.45729
